216,-0.061,0.0,0.0,0.0,0.0,0.0
217,-0.1,0.0,0.0,0.0,0.0,0.0
214,-0.156,0.0,0.0,0.0,0.0,0.0
215,-0.028,0.0,0.0,0.0,0.0,0.0
212,0.049,0.0,0.0,0.0,0.0,0.0
213,0.052,0.0,0.0,0.0,0.0,0.0
210,-0.062,0.0,0.0,0.0,0.0,0.0
211,-0.165,0.0,0.0,0.0,0.0,0.0
218,-0.283,0.0,0.0,0.0,0.0,0.0
133,-0.012999999999999998,0.0,0.0,0.0,0.0,0.0
132,-0.012,0.0,0.0,0.0,0.0,0.0
131,0.004000000000000002,0.0,0.0,0.0,0.0,0.0
130,0.021000000000000005,0.0,0.0,0.0,0.0,0.0
136,-0.009999999999999995,0.0,0.0,0.0,0.0,0.0
135,0.033,0.0,0.0,0.0,0.0,0.0
134,-0.020999999999999998,0.0,0.0,0.0,0.0,0.0
-124,0.046,0.0,0.0,0.0,0.0,0.0
-125,-0.006000000000000005,0.0,0.0,0.0,0.0,0.0
-126,0.034999999999999996,0.0,0.0,0.0,0.0,0.0
-127,-0.056999999999999995,0.0,0.0,0.0,0.0,0.0
-120,0.013999999999999999,0.0,0.0,0.0,0.0,0.0
-121,0.0030000000000000027,0.0,0.0,0.0,0.0,0.0
-122,0.045000000000000005,0.0,0.0,0.0,0.0,0.0
-123,-0.032,0.0,0.0,0.0,0.0,0.0
-128,0.027000000000000003,0.0,0.0,0.0,0.0,0.0
-129,0.0010000000000000009,0.0,0.0,0.0,0.0,0.0
120,-0.005000000000000001,0.0,0.0,0.0,0.0,0.0
121,-0.021000000000000005,0.0,0.0,0.0,0.0,0.0
122,0.00899999999999998,0.0,0.0,0.0,0.0,0.0
123,-0.021000000000000005,0.0,0.0,0.0,0.0,0.0
124,0.0010000000000000009,0.0,0.0,0.0,0.0,0.0
125,-0.0049999999999999975,0.0,0.0,0.0,0.0,0.0
126,0.026999999999999996,0.0,0.0,0.0,0.0,0.0
127,0.03599999999999999,0.0,0.0,0.0,0.0,0.0
128,-0.008,0.0,0.0,0.0,0.0,0.0
129,-0.023000000000000003,0.0,0.0,0.0,0.0,0.0
-136,0.017,0.0,0.0,0.0,0.0,0.0
-135,-0.01,0.0,0.0,0.0,0.0,0.0
-134,-0.005999999999999998,0.0,0.0,0.0,0.0,0.0
-133,-0.017,0.0,0.0,0.0,0.0,0.0
-132,0.04099999999999998,0.0,0.0,0.0,0.0,0.0
-131,-0.04400000000000001,0.0,0.0,0.0,0.0,0.0
-130,-0.035999999999999976,0.0,0.0,0.0,0.0,0.0
115,-0.013999999999999999,0.0,0.0,0.0,0.0,0.0
114,0.019999999999999997,0.0,0.0,0.0,0.0,0.0
117,0.005999999999999998,0.0,0.0,0.0,0.0,0.0
116,-0.0059999999999999915,0.0,0.0,0.0,0.0,0.0
111,0.017,0.0,0.0,0.0,0.0,0.0
110,0.006,0.0,0.0,0.0,0.0,0.0
113,-0.0020000000000000018,0.0,0.0,0.0,0.0,0.0
112,0.03900000000000001,0.0,0.0,0.0,0.0,0.0
119,-0.006999999999999999,0.0,0.0,0.0,0.0,0.0
118,-0.023,0.0,0.0,0.0,0.0,0.0
-102,-0.034,0.0,0.0,0.0,0.0,0.0
-103,-0.002,0.0,0.0,0.0,0.0,0.0
-101,-0.014000000000000002,0.0,0.0,0.0,0.0,0.0
-106,0.0030000000000000027,0.0,0.0,0.0,0.0,0.0
-107,0.002999999999999999,0.0,0.0,0.0,0.0,0.0
-104,0.004,0.0,0.0,0.0,0.0,0.0
-105,-0.0010000000000000009,0.0,0.0,0.0,0.0,0.0
-108,-0.002999999999999999,0.0,0.0,0.0,0.0,0.0
-109,-0.043999999999999984,0.0,0.0,0.0,0.0,0.0
108,0.04300000000000001,0.0,0.0,0.0,0.0,0.0
109,0.0009999999999999992,0.0,0.0,0.0,0.0,0.0
102,-0.016999999999999987,0.0,0.0,0.0,0.0,0.0
103,-0.007000000000000001,0.0,0.0,0.0,0.0,0.0
101,0.015,0.0,0.0,0.0,0.0,0.0
106,-0.001999999999999988,0.0,0.0,0.0,0.0,0.0
107,0.03700000000000003,0.0,0.0,0.0,0.0,0.0
104,0.03,0.0,0.0,0.0,0.0,0.0
105,-0.033,0.0,0.0,0.0,0.0,0.0
-119,0.0030000000000000027,0.0,0.0,0.0,0.0,0.0
-118,-0.006000000000000005,0.0,0.0,0.0,0.0,0.0
-115,-0.0020000000000000018,0.0,0.0,0.0,0.0,0.0
-114,0.017,0.0,0.0,0.0,0.0,0.0
-117,-0.013999999999999999,0.0,0.0,0.0,0.0,0.0
-116,0.013000000000000001,0.0,0.0,0.0,0.0,0.0
-111,0.002,0.0,0.0,0.0,0.0,0.0
-110,0.0030000000000000027,0.0,0.0,0.0,0.0,0.0
-113,0.019000000000000003,0.0,0.0,0.0,0.0,0.0
-112,-0.017999999999999988,0.0,0.0,0.0,0.0,0.0
-218,-0.027,0.0,0.0,0.0,0.0,0.0
-216,0.158,0.0,0.0,0.0,0.0,0.0
-217,-0.003,0.0,0.0,0.0,0.0,0.0
